TIMESTAMP_START,TIMESTAMP_END,FC,CO2,CO2_MIXING_RATIO,H2O,H2O_MIXING_RATIO,CH4,CH4_MIXING_RATIO,TAU,H,LE,TA,PA,RH,T_SONIC,VPD,MO_LENGTH,ZL,WS,WD,USTAR,WS_MAX,SW_IN,SW_OUT,LW_IN,LW_OUT,ALB,NETRAD,PPFD_IN,PPFD_OUT,P,G_1_1_1,G_2_1_1,G_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SWC_4_1_1,SWC_5_1_1,SWC_6_1_1,SWC_7_1_1,SWC_8_1_1,SWC_9_1_1,SWC_10_1_1,SWC_11_1_1,SWC_12_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,TS_6_4_1,TS_6_5_1,TS_7_1_1,TS_8_1_1,TS_9_1_1,TS_10_1_1,TS_11_1_1,TS_12_1_1,TS_13_1_1,TS_14_1_1,TS_15_1_1,TS_16_1_1,TS_17_1_1,TS_18_1_1
202201100000,202201100030,1.26309,405.745,406.612,2.13384,2.13841,CH4,CH4_MIXING_RATIO,-0.036872,-30.224,LE,272.756,100.053,36.0603,275.522,VPD,14.1447,0.190884,2.90947,24.223,0.169929,4.87991,-3.905698,-1.11277,239.5139,309.9238,0.2853262,-73.20946,3.0402,0.03824918,0.0,15.01424,7.207996,19.08808,0.42051,0.2486467,0.3988233,0.1855033,0.38612,0.1615367,0.4207233,0.2742467,0.46531,0.3191933,0.4549,0.2964,5.461715,5.516214,5.075311,5.4,5.8,6.2,8.2,11.2,5.5,5.8,6.1,8.1,11.0,5.3,5.4,5.9,7.8,10.8,7.423656,5.872403,7.72127,6.75157,7.415517,6.552486,7.575786,6.62091,7.528103,6.331186,6.949933,6.134153
202201100030,202201100100,0.887515,406.632,407.521,2.1824,2.18717,CH4,CH4_MIXING_RATIO,-0.0208003,-17.1743,LE,271.846,100.07,39.4281,274.395,VPD,10.493,0.257315,2.57164,32.3791,0.127407,4.16135,-4.819897,-1.165666,238.216,305.7664,0.241896,-71.2039,0.003927849,-0.287935,0.0,17.26385,9.863878,24.53387,0.4205067,0.2484867,0.3988233,0.1855033,0.3861167,0.1615367,0.4207333,0.2742433,0.46531,0.31871,0.4548966,0.29639,5.294919,5.312334,4.750473,5.3,5.8,6.2,8.2,11.2,5.4,5.8,6.1,8.1,11.0,5.2,5.4,5.9,7.8,10.8,7.41454,5.849666,7.726346,6.740293,7.415617,6.506567,7.578233,6.603456,7.531937,6.30553,6.95546,6.117486
202201100100,202201100130,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,CH4,CH4_MIXING_RATIO,-9999.0,-9999.0,LE,-9999.0,-9999.0,-9999.0,-9999.0,VPD,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.007591,-1.417074,235.5812,301.4886,0.2830871,-69.50664,-0.005893112,-0.2940201,0.0,18.18529,11.92751,26.83233,0.4205233,0.2482233,0.3988133,0.1855033,0.3861133,0.16156,0.4207233,0.2742733,0.4653066,0.3185933,0.4549,0.2964,5.123503,5.084681,4.407235,5.2,5.8,6.2,8.2,11.2,5.3,5.7,6.1,8.1,11.0,5.1,5.3,5.9,7.8,10.8,7.427179,5.818506,7.72615,6.709816,7.432283,6.44867,7.579599,6.568967,7.539466,6.269586,6.957139,6.093146
202201100130,202201100200,1.27326,406.775,407.734,2.35246,2.358,CH4,CH4_MIXING_RATIO,-0.02107,-25.1878,LE,270.857,100.128,45.7431,273.475,VPD,7.25197,0.372312,2.52319,22.3616,0.127964,5.09582,-4.678771,-1.094039,232.8427,299.4149,0.2338304,-70.15385,-0.001964575,-0.3081342,0.0,19.31832,13.51017,29.41704,0.4205166,0.2480333,0.3988233,0.1855133,0.3861066,0.1615733,0.42072,0.2742867,0.46532,0.3185867,0.4548966,0.2964,4.96659,4.857072,4.106758,5.1,5.7,6.2,8.2,11.2,5.2,5.6,6.1,8.1,11.0,5.0,5.2,5.9,7.8,10.8,7.429837,5.77873,7.734746,6.681607,7.434336,6.37395,7.5844,6.5275,7.536923,6.22447,6.959696,6.066987
202201100200,202201100230,0.956159,407.101,408.032,2.28331,2.28854,CH4,CH4_MIXING_RATIO,-0.014057,-14.9964,LE,270.177,100.128,46.6977,272.641,VPD,6.61207,0.408344,2.13944,42.849,0.104388,4.83021,-4.732056,-1.153052,230.2912,296.0005,0.2436123,-69.28732,-0.005893712,-0.3182135,0.0,19.99441,13.86566,31.32584,0.42052,0.2479966,0.3987966,0.1855,0.38611,0.1615966,0.42073,0.2742967,0.46529,0.3185967,0.4549,0.2964,4.780219,4.635283,3.807521,5.0,5.6,6.2,8.2,11.2,5.0,5.5,6.1,8.1,11.0,4.9,5.2,5.9,7.8,10.8,7.41925,5.740813,7.73046,6.63893,7.440506,6.288803,7.584203,6.485816,7.543396,6.178523,6.96512,6.032826
202201100230,202201100300,-1.04778,407.496,408.355,2.10337,2.1078,CH4,CH4_MIXING_RATIO,-0.018044,-10.7931,LE,269.588,100.131,44.9534,272.156,VPD,13.3151,0.202777,2.1914,12.6784,0.118134,3.78053,-4.726377,-1.187431,229.1292,293.7806,0.2512346,-68.20325,-0.02161286,-0.3081739,0.0,20.65016,14.38391,32.00711,0.4205166,0.2480733,0.39881,0.1855333,0.3861,0.1616,0.42073,0.2743,0.4653,0.3185967,0.4549,0.2964,4.622181,4.447518,3.544501,4.9,5.6,6.2,8.2,11.2,4.9,5.5,6.1,8.1,11.0,4.8,5.1,5.9,7.8,10.8,7.43161,5.692243,7.737679,6.587703,7.441503,6.198357,7.591726,6.439149,7.544943,6.131953,6.96621,5.992277
202201100300,202201100330,1.00239,407.461,408.397,2.29034,2.2956,CH4,CH4_MIXING_RATIO,-0.0136291,-20.9162,LE,269.414,100.175,49.6123,271.933,VPD,4.50503,0.59933,1.98641,350.57,0.102618,3.5021,-4.394107,-1.004215,227.4119,290.3216,0.2286562,-66.29564,-0.001964914,-0.3041655,0.0,21.4233,15.21539,31.65242,0.4205067,0.24827,0.3988066,0.1855467,0.3861,0.1616033,0.4207367,0.2743,0.4653,0.3186,0.4549,0.2964,4.475708,4.264688,3.336417,4.7,5.5,6.2,8.2,11.2,4.8,5.4,6.0,8.1,11.0,4.6,5.0,5.8,7.8,10.8,7.42375,5.640436,7.74178,6.544356,7.446197,6.112796,7.591053,6.380706,7.544953,6.07308,6.96906,5.940886
202201100330,202201100400,-0.625017,409.728,410.658,2.26524,2.27039,CH4,CH4_MIXING_RATIO,-0.00465862,-3.15194,LE,268.356,100.204,53.1524,270.825,VPD,5.93766,0.454724,1.8063,337.14,0.0598687,2.59222,-4.421971,-1.097076,227.7537,289.041,0.2479873,-64.62529,0.0,-0.3062086,0.0,21.74687,15.17219,31.66796,0.4205067,0.24859,0.3987733,0.1855733,0.38611,0.1616267,0.42072,0.2742767,0.46529,0.3186,0.4549,0.2958933,4.330175,4.090806,3.138411,4.6,5.4,6.2,8.2,11.2,4.7,5.3,6.0,8.1,11.0,4.5,4.9,5.8,7.8,10.8,7.420816,5.593096,7.73544,6.487206,7.446897,6.017447,7.587916,6.317369,7.55034,6.016336,6.970153,5.89794
202201100400,202201100430,0.0628969,409.711,410.638,2.25867,2.26378,CH4,CH4_MIXING_RATIO,-0.00246643,-1.71531,LE,268.558,100.188,52.1838,271.243,VPD,4.20836,0.64158,1.74672,331.895,0.0435816,2.4773,-4.17373,-0.9911183,227.8406,284.9866,0.2374654,-60.33855,0.001965237,-0.3324139,0.0,22.2662,15.50994,31.66537,0.4205267,0.2487466,0.3988066,0.1855767,0.3861,0.16164,0.42072,0.2738367,0.4653,0.31855,0.4549,0.2957433,4.178628,3.950457,2.963349,4.5,5.3,6.2,8.2,11.2,4.5,5.2,6.0,8.1,11.0,4.4,4.8,5.8,7.8,10.8,7.424537,5.538983,7.739243,6.44501,7.44522,5.917847,7.587533,6.257637,7.549166,5.950486,6.96995,5.84285
202201100430,202201100500,-0.0348182,409.739,410.615,2.13346,2.13802,CH4,CH4_MIXING_RATIO,0.00165347,0.502461,LE,268.485,100.178,49.5604,271.098,VPD,-7.88247,-0.342532,1.87466,330.177,0.0356795,2.49402,-3.943728,-1.046445,229.4326,284.7426,0.2652145,-58.21291,0.005895769,-0.3565935,0.0,23.09186,15.73813,31.20172,0.42053,0.2487767,0.39882,0.18559,0.3861066,0.1616633,0.4207267,0.27363,0.4653033,0.3179933,0.4549,0.29579,4.016425,3.782,2.803379,4.4,5.2,6.1,8.2,11.2,4.4,5.1,6.0,8.1,11.0,4.3,4.7,5.7,7.8,10.8,7.42188,5.47828,7.73739,6.393437,7.449737,5.8143,7.587433,6.202943,7.55024,5.870493,6.972116,5.786147
