TIMESTAMP_START,TIMESTAMP_END,FC,CO2,CO2_MIXING_RATIO,H2O,H2O_MIXING_RATIO,CH4,CH4_MIXING_RATIO,TAU,H,LE,TA,PA,RH,T_SONIC,VPD,MO_LENGTH,ZL,WS,WD,USTAR,WS_MAX,SW_IN,SW_OUT,LW_IN,LW_OUT,ALB,NETRAD,PPFD_IN,PPFD_OUT,P,G_1_1_1,G_2_1_1,G_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SWC_4_1_1,SWC_5_1_1,SWC_6_1_1,SWC_7_1_1,SWC_8_1_1,SWC_9_1_1,SWC_10_1_1,SWC_11_1_1,SWC_12_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,TS_6_4_1,TS_6_5_1,TS_7_1_1,TS_8_1_1,TS_9_1_1,TS_10_1_1,TS_11_1_1,TS_12_1_1,TS_13_1_1,TS_14_1_1,TS_15_1_1,TS_16_1_1,TS_17_1_1,TS_18_1_1
202201020000,202201020030,-0.145206,410.33,411.144,1.98023,1.98416,CH4,CH4_MIXING_RATIO,-0.392241,13.0135,LE,261.95,98.126,74.8466,262.708,VPD,-1089.04,-0.00247926,6.65199,344.586,0.548438,12.1961,-2.54772,-0.7076521,259.3154,276.4427,0.2777126,-18.96338,0.3912171,-0.3164067,0.0,30.04139,29.5953,45.41601,0.43212,0.2534933,0.4064933,0.18788,0.39448,0.16419,0.4298033,0.2783366,0.4761933,0.3227,0.4642,0.3000467,5.317949,4.209467,2.941135,6.6,7.4,9.1,11.1,12.8,6.7,7.5,9.0,11.0,12.6,6.5,7.3,8.6,11.0,12.6,10.52461,7.91347,10.69074,8.791412,10.36686,7.49294,10.48147,8.849267,10.47502,8.361166,10.0605,8.015356
202201020030,202201020100,0.456144,410.267,411.067,1.94616,1.94995,CH4,CH4_MIXING_RATIO,-0.454419,15.3802,LE,261.724,98.148895,74.9173,262.47,VPD,-1147.3,-0.00235336,7.23813,343.167,0.589981,12.3586,-2.666028,-0.7082319,257.4839,275.2433,0.2656514,-19.7204,0.001965918,-0.3627594,0.0,30.3035,30.71682,47.53991,0.43213,0.2529633,0.4066533,0.1878967,0.39419,0.16421,0.4298333,0.2778,0.47618,0.3227,0.4641933,0.29954,5.161296,4.009393,2.703067,6.5,7.3,9.1,11.1,12.8,6.6,7.5,8.9,11.0,12.6,6.4,7.2,8.6,11.0,12.6,10.50413,7.8149,10.66299,8.71284,10.33429,7.376666,10.46052,8.782163,10.45274,8.294653,10.03154,7.930339
202201020100,202201020130,-0.107796,411.025,411.834,1.96444,1.96831,CH4,CH4_MIXING_RATIO,-0.406006,29.4179,LE,261.671,98.1848,75.9671,262.357,VPD,-506.279,-0.00533303,7.00935,341.105,0.557512,12.4235,-2.568645,-0.7763929,257.291,274.7404,0.3021306,-19.24323,0.003931849,-0.3627606,0.0,30.40596,31.43289,49.48341,0.4321533,0.25298,0.4070967,0.1874533,0.3941866,0.16422,0.4295467,0.27781,0.4760133,0.3227,0.46385,0.2994,5.000876,3.808321,2.464043,6.4,7.2,9.0,11.1,12.8,6.4,7.4,8.9,11.0,12.6,6.3,7.1,8.5,11.0,12.6,10.47985,7.713453,10.63903,8.636533,10.29831,7.25749,10.4406,8.706186,10.43652,8.22089,10.00069,7.84427
202201020130,202201020200,0.482451,410.625,411.436,1.9708,1.97469,CH4,CH4_MIXING_RATIO,-0.41144,15.1245,LE,261.613,98.2351,76.6089,262.247,VPD,-1003.84,-0.00268967,6.25339,347.422,0.561026,12.2837,-2.418477,-0.8466014,258.1315,274.1927,0.3499756,-17.63586,0.001965984,-0.3627738,0.0,30.84278,31.97189,50.58566,0.4321733,0.2530267,0.4070933,0.1871967,0.3942,0.16405,0.4293,0.27782,0.4757233,0.3227,0.4638,0.2994033,4.844439,3.607704,2.211173,6.3,7.1,9.0,11.1,12.8,6.3,7.3,8.8,11.0,12.6,6.1,6.9,8.4,11.0,12.6,10.45596,7.6118,10.60998,8.557363,10.25709,7.138003,10.42286,8.633436,10.41973,8.149977,9.972686,7.75369
202201020200,202201020230,0.177834,410.074,410.84,1.86357,1.86705,CH4,CH4_MIXING_RATIO,-0.440894,14.0236,LE,261.486,98.31329,73.2393,262.084,VPD,-1199.23,-0.00225144,7.4653,338.913,0.580376,13.3904,-2.137727,-0.7420574,257.0735,273.4268,0.3473027,-17.74438,0.01179643,-0.358758,0.0,30.1161,31.84067,50.76778,0.43219,0.2530067,0.40662,0.1872133,0.39419,0.1635733,0.4293233,0.2778733,0.4757266,0.3227033,0.4638,0.29941,4.701857,3.421664,1.969725,6.2,7.0,8.9,11.1,12.8,6.2,7.2,8.8,11.0,12.6,6.0,6.7,8.4,11.0,12.6,10.43282,7.510087,10.58516,8.47869,10.22125,7.01983,10.40246,8.569253,10.4016,8.072583,9.93876,7.667717
202201020230,202201020300,0.235502,409.79,410.547,1.8437,1.8471,CH4,CH4_MIXING_RATIO,-0.412547,17.2212,LE,261.455,98.3786,72.6875,261.94,VPD,-883.28,-0.00305679,7.19765,336.567,0.561187,12.6341,-2.436976,-0.9029732,255.8633,272.7313,0.3701095,-18.40959,0.003932295,-0.36885,0.0,30.27628,31.46318,50.1748,0.4322,0.25239,0.4062967,0.1872467,0.3941366,0.16359,0.4293333,0.2778967,0.4757566,0.32244,0.4638,0.2991866,4.563258,3.251577,1.756397,6.1,7.0,8.9,11.1,12.8,6.1,7.1,8.6,11.0,12.6,5.9,6.6,8.3,11.0,12.6,10.40474,7.410413,10.55834,8.39732,10.1797,6.903136,10.37493,8.48905,10.3794,7.991117,9.905287,7.582139
202201020300,202201020330,-0.0582671,409.794,410.556,1.85432,1.85776,CH4,CH4_MIXING_RATIO,-0.366683,19.433,LE,261.412,98.4015,73.3767,261.792,VPD,-655.641,-0.00411811,6.40674,342.239,0.52897,11.424,-2.291181,-0.9327051,256.5434,272.7677,0.4072116,-17.57999,0.01179727,-0.3648283,0.0,29.99922,32.00553,50.38244,0.43178,0.2517267,0.406,0.1872766,0.3937233,0.1635967,0.42937,0.2779,0.47577,0.3221,0.4637667,0.2988,4.428577,3.086791,1.555381,5.9,6.9,8.8,11.1,12.8,6.0,7.0,8.6,11.0,12.6,5.8,6.5,8.2,11.0,12.6,10.38178,7.303256,10.53019,8.312896,10.14023,6.790333,10.35157,8.415339,10.36334,7.90091,9.874113,7.495107
202201020330,202201020400,3.41101,410.997,411.805,1.96207,1.96592,CH4,CH4_MIXING_RATIO,-0.423996,12.3498,LE,261.292,98.42271,78.4044,261.573,VPD,-1281.79,-0.00210644,6.05813,341.979,0.568629,11.9598,-1.983803,-0.855848,258.3568,272.8476,0.4312033,-15.63385,0.02162868,-0.3628193,0.0,29.7414,31.46502,50.33397,0.4316933,0.25171,0.406,0.1873033,0.3933766,0.1636267,0.4293733,0.2779,0.47577,0.3221034,0.4633,0.2988,4.303939,2.930956,1.357441,5.8,6.7,8.8,11.1,12.8,5.9,7.0,8.5,11.0,12.6,5.7,6.4,8.2,11.0,12.6,10.35252,7.205986,10.50414,8.236816,10.09447,6.678833,10.32679,8.338083,10.3397,7.820849,9.841777,7.40865
202201020400,202201020430,-1.42583,411.848,412.709,2.08673,2.09109,CH4,CH4_MIXING_RATIO,-0.204306,10.9735,LE,261.2,98.524704,84.0966,261.473,VPD,-481.905,-0.00560277,5.92886,330.052,0.394454,9.67229,-1.704656,-0.9967693,261.2778,270.7341,0.5842031,-10.17838,0.02949345,-0.3648325,0.0033333334,30.01214,31.30274,49.90768,0.4316966,0.2517467,0.406,0.18732,0.3930966,0.1636333,0.4294,0.2774067,0.4755067,0.3221333,0.4633133,0.2988033,4.16886,2.791585,1.199755,5.7,6.6,8.6,11.1,12.8,5.8,6.9,8.4,11.0,12.6,5.6,6.3,8.1,10.8,12.6,10.32394,7.10662,10.47085,8.154639,10.04879,6.566583,10.30392,8.267573,10.32177,7.737686,9.809222,7.322016
202201020430,202201020500,1.58256,412.027,412.882,2.07009,2.07439,CH4,CH4_MIXING_RATIO,-0.250706,10.8013,LE,261.408,98.5241,82.041,261.662,VPD,-666.303,-0.00405221,6.02868,331.414,0.437131,10.8193,-1.55015,-1.136689,262.512,269.028,0.7325779,-6.931458,0.02162855,-0.3749118,0.0,27.8989,29.69894,47.10019,0.4317,0.2517567,0.406,0.18669,0.3930966,0.1636667,0.4294,0.2772566,0.4752966,0.3221966,0.4633233,0.2988333,4.056857,2.660851,1.087809,5.6,6.5,8.6,11.0,12.8,5.7,6.7,8.4,11.0,12.6,5.5,6.2,8.0,10.8,12.6,10.29375,7.007613,10.4388,8.076773,10.01335,6.465963,10.27647,8.192333,10.29879,7.65942,9.771633,7.241473
