TIMESTAMP_START,TIMESTAMP_END,FC,CO2,CO2_MIXING_RATIO,H2O,H2O_MIXING_RATIO,CH4,CH4_MIXING_RATIO,TAU,H,LE,TA,PA,RH,T_SONIC,VPD,MO_LENGTH,ZL,WS,WD,USTAR,WS_MAX,SW_IN,SW_OUT,LW_IN,LW_OUT,ALB,NETRAD,PPFD_IN,PPFD_OUT,P,G_1_1_1,G_2_1_1,G_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SWC_4_1_1,SWC_5_1_1,SWC_6_1_1,SWC_7_1_1,SWC_8_1_1,SWC_9_1_1,SWC_10_1_1,SWC_11_1_1,SWC_12_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,TS_6_4_1,TS_6_5_1,TS_7_1_1,TS_8_1_1,TS_9_1_1,TS_10_1_1,TS_11_1_1,TS_12_1_1,TS_13_1_1,TS_14_1_1,TS_15_1_1,TS_16_1_1,TS_17_1_1,TS_18_1_1
202201040000,202201040030,-0.221694,409.772,411.217,3.51263,3.52502,CH4,CH4_MIXING_RATIO,-0.0053784,-7.48684,LE,277.102,98.6833,42.8943,280.454,VPD,3.29644,0.819067,2.67167,156.262,0.0658846,3.49288,-4.511106,-1.866363,260.9355,324.7227,0.4141334,-66.43497,1.706314,-0.04428736,0.0,8.414489,0.6297004,8.01688,0.4249967,0.25061,0.4008966,0.1860967,0.3889133,0.1629,0.42363,0.2755233,0.4688767,0.3198,0.4581,0.297,6.077486,5.753639,5.887492,5.4,5.6,6.3,9.7,12.6,5.8,5.8,6.2,9.6,12.4,5.4,5.5,6.0,9.3,12.3,8.375033,6.34361,8.583365,7.20412,7.88082,6.83392,8.35545,6.859316,8.449166,6.496333,7.734453,6.26302
202201040030,202201040100,0.723315,409.58,411.048,3.57021,3.583,CH4,CH4_MIXING_RATIO,-0.0110185,-17.7587,LE,276.169,98.6763,46.5625,279.422,VPD,4.05486,0.665867,3.02272,154.048,0.094147,4.27899,-4.885688,-1.784828,257.9695,319.0515,0.3653415,-64.19093,0.005890998,-0.2476139,0.0,12.58106,4.040555,15.98401,0.4249667,0.2506133,0.4010667,0.1860933,0.3889033,0.1628967,0.42363,0.2755266,0.4688767,0.3198,0.4581,0.297,5.903143,5.604103,5.50342,5.3,5.7,6.3,9.7,12.6,5.6,5.8,6.2,9.6,12.4,5.3,5.5,6.0,9.3,12.3,8.36951,6.407743,8.587523,7.236066,7.89984,6.849913,8.367187,6.899,8.447033,6.528193,7.734647,6.313887
202201040100,202201040130,0.514961,409.302,410.753,3.53189,3.54441,CH4,CH4_MIXING_RATIO,-0.00927837,-11.5487,LE,275.365,98.656296,48.7606,278.51,VPD,4.79768,0.562772,3.18472,152.998,0.0862759,4.05401,-4.713029,-1.787632,256.2995,316.5863,0.3793166,-63.21046,-0.005891873,-0.2778352,0.0,14.6178,7.181325,20.46682,0.4249834,0.2507267,0.4013833,0.1862133,0.3889,0.1628933,0.4236133,0.2755,0.4688667,0.3198,0.45813,0.297,5.715357,5.402854,5.124264,5.3,5.7,6.4,9.7,12.6,5.5,5.7,6.3,9.6,12.4,5.3,5.5,6.1,9.3,12.3,8.372797,6.453146,8.59516,7.26092,7.921373,6.837573,8.366023,6.91222,8.437913,6.54465,7.74696,6.340537
202201040130,202201040200,0.366057,409.086,410.628,3.75468,3.76884,CH4,CH4_MIXING_RATIO,-0.0228688,-24.2917,LE,275.123,98.6451,52.7352,278.232,VPD,8.81651,0.306244,3.43379,160.51,0.135403,4.76523,-4.441378,-1.541153,254.4672,313.8946,0.3468836,-62.32851,-0.007856439,-0.2919526,0.0,15.74504,9.216849,22.37257,0.4249667,0.2510967,0.4014033,0.1862167,0.3889,0.16291,0.42367,0.2755033,0.4688633,0.3198,0.4585066,0.297,5.540119,5.199558,4.796049,5.2,5.7,6.4,9.7,12.6,5.4,5.7,6.3,9.6,12.4,5.2,5.5,6.1,9.2,12.3,8.37474,6.468246,8.603376,7.262113,7.94683,6.81762,8.377936,6.91549,8.444313,6.541387,7.747446,6.350886
202201040200,202201040230,0.948805,408.573,410.158,3.86408,3.87907,CH4,CH4_MIXING_RATIO,-0.0481186,-44.4031,LE,275.333,98.624,53.4511,278.514,VPD,14.7419,0.183151,3.71491,157.662,0.196509,6.00409,-4.15872,-1.329397,253.6659,314.1996,0.3198274,-63.36,-0.00196409,-0.2738694,0.0,16.34095,10.35164,24.91379,0.4249733,0.25107,0.4014,0.1862567,0.3889033,0.1629067,0.4238366,0.2755066,0.4688667,0.3198,0.4584733,0.297,5.365929,5.003367,4.515757,5.2,5.6,6.4,9.6,12.6,5.3,5.6,6.3,9.6,12.4,5.2,5.5,6.1,9.2,12.3,8.382979,6.475703,8.61169,7.25189,7.968243,6.764833,8.384624,6.90088,8.45197,6.51737,7.75341,6.349287
202201040230,202201040300,0.544329,408.775,410.417,4.00124,4.01732,CH4,CH4_MIXING_RATIO,-0.0510643,-35.7581,LE,275.28,98.5984,55.5442,278.33,VPD,20.0127,0.134914,3.97721,156.615,0.202447,5.68962,-4.221954,-1.342768,253.6231,315.423,0.3182865,-64.67305,-0.005893688,-0.2718794,0.0,16.41983,11.67779,25.39318,0.42497,0.2511667,0.4014066,0.1861433,0.3889,0.1629133,0.42375,0.2755,0.4688466,0.3197,0.4585367,0.2969967,5.222155,4.823407,4.266746,5.1,5.6,6.4,9.6,12.6,5.2,5.6,6.4,9.6,12.4,5.1,5.4,6.1,9.2,12.3,8.378326,6.474396,8.619519,7.24068,7.99405,6.714277,8.389756,6.8767,8.452653,6.492963,7.76405,6.340646
202201040300,202201040330,0.826191,410.293,411.922,3.95557,3.97128,CH4,CH4_MIXING_RATIO,-0.0310312,-26.0906,LE,273.724,98.602295,61.4082,276.568,VPD,12.8821,0.209593,3.265,148.199,0.157365,5.20716,-4.570381,-1.61103,252.5513,315.7391,0.3520716,-66.15393,0.003929157,-0.2819546,0.0,16.27581,12.13611,26.24332,0.4249733,0.2510433,0.4014,0.1861,0.3889,0.16291,0.4239367,0.2755066,0.4689033,0.31919,0.4583667,0.297,5.082222,4.653489,4.057271,5.0,5.6,6.4,9.6,12.6,5.2,5.6,6.4,9.6,12.4,5.1,5.4,6.1,9.2,12.3,8.383849,6.462486,8.629959,7.218963,8.016437,6.66596,8.405764,6.854764,8.455943,6.471726,7.77674,6.322649
202201040330,202201040400,0.990412,409.59,411.233,3.9956,4.01163,CH4,CH4_MIXING_RATIO,-0.093731,-43.4251,LE,274.407,98.565,59.0271,277.422,VPD,40.7968,0.0661816,4.81072,153.179,0.273891,8.23491,-4.396459,-1.47844,249.2175,310.6966,0.336729,-64.3932,0.007858342,-0.285983,0.0,16.72523,12.35154,25.79822,0.4249633,0.25098,0.4014033,0.1861067,0.3889,0.16292,0.42412,0.2755233,0.4689533,0.3191933,0.4581,0.297,4.965847,4.501604,3.877151,5.0,5.6,6.5,9.6,12.6,5.1,5.5,6.4,9.6,12.4,5.0,5.4,6.2,9.2,12.3,8.382103,6.448186,8.632956,7.205606,8.034633,6.611,8.40992,6.824143,8.460299,6.441623,7.783866,6.303153
202201040400,202201040430,0.845031,411.103,412.799,4.10977,4.12673,CH4,CH4_MIXING_RATIO,-0.114436,-50.5322,LE,274.973,98.5259,58.2746,277.957,VPD,47.4606,0.0568892,5.52131,159.633,0.303012,7.93006,-3.865601,-0.869796,249.3131,313.8784,0.2252106,-67.54865,0.0,-0.283969,0.0,16.84098,13.11368,26.72316,0.4249633,0.2508467,0.4014033,0.1860867,0.3889,0.16295,0.42418,0.27553,0.4689666,0.3191867,0.4580966,0.2969967,4.837042,4.364944,3.726531,5.0,5.6,6.5,9.6,12.6,5.0,5.5,6.4,9.5,12.3,5.0,5.3,6.2,9.2,12.3,8.38869,6.43616,8.637983,7.181213,8.057803,6.554783,8.411573,6.80536,8.463587,6.417086,7.790603,6.27796
202201040430,202201040500,0.731096,412.077,413.776,4.10601,4.12294,CH4,CH4_MIXING_RATIO,-0.0930373,-41.1824,LE,274.657,98.50079,59.5401,277.6,VPD,42.6254,0.0633425,4.83238,154.081,0.273094,7.75488,-4.399376,-1.337723,249.2188,316.0948,0.3037554,-69.93623,-0.001964586,-0.2779271,0.0,16.79534,12.683,25.08009,0.425,0.25067,0.4014,0.1861067,0.38914,0.1629667,0.4241666,0.2755466,0.4689933,0.3191967,0.4581,0.297,4.724585,4.243592,3.577713,5.0,5.6,6.5,9.6,12.6,5.0,5.4,6.4,9.5,12.3,4.9,5.3,6.2,9.2,12.3,8.39819,6.411833,8.646103,7.148446,8.06753,6.50219,8.418443,6.768786,8.467259,6.389556,7.797926,6.25814
